anchor,cluster,following_word,count
ben,ben aday,aday,2
ben,ben türk,türk,2
ben,ben sorumluluk,sorumluluk,2
ben,ben sizin,sizin,2
ben,ben anlamıyorum,anlamıyorum,2
ben,ben kahraman,kahraman,2
ben,ben olayım,olayım,1
ben,ben birkaç,birkaç,1
ben,ben chp,chp,1
ben,ben seçimlerden,seçimlerden,1
ben,ben izliyorum,izliyorum,1
ben,ben buradayım,buradayım,1
ben,ben seçimden,seçimden,1
ben,ben buradan,buradan,1
ben,ben demokratik,demokratik,1
ben,ben tarafsızlık,tarafsızlık,1
ben,ben fikir,fikir,1
ben,ben altına,altına,1
ben,ben danıştım,danıştım,1
ben,ben sürpriz,sürpriz,1
ben,ben saygı,saygı,1
ben,ben şunları,şunları,1
ben,ben seçmenime,seçmenime,1
ben,ben siyaset,siyaset,1
ben,ben hdp,hdp,1
ben,ben hayır,hayır,1
ben,ben başımdan,başımdan,1
ben,ben ihraç,ihraç,1
ben,ben gelecek,gelecek,1
ben,ben sağ,sağ,1
biz,biz hdp,hdp,2
biz,biz bize,bize,2
biz,biz sayın,sayın,2
biz,biz ilkeler,ilkeler,2
biz,biz kazanalım,kazanalım,1
biz,biz türk,türk,1
biz,biz oyunun,oyunun,1
biz,biz domine,domine,1
biz,biz üzerimize,üzerimize,1
biz,biz meclisçi,meclisçi,1
biz,biz seçimi,seçimi,1
biz,biz meclisi,meclisi,1
biz,biz aylardır,aylardır,1
biz,biz öngördük,öngördük,1
biz,biz sandıkların,sandıkların,1
biz,biz yüzde,yüzde,1
biz,biz olmazsak,olmazsak,1
biz,biz çıkardık,çıkardık,1
biz,biz ata,ata,1
biz,biz istişarede,istişarede,1
biz,biz dedik,dedik,1
biz,biz belirleyeceğiz,belirleyeceğiz,1
biz,biz seçmenimize,seçmenimize,1
biz,biz cumhur,cumhur,1
biz,biz yaptığımız,yaptığımız,1
biz,biz siyaseti,siyaseti,1
biz,biz plana,plana,1
biz,biz minimum,minimum,1
biz,biz burayı,burayı,1
biz,biz konu,konu,1
devlet,devlet adamıyım,adamıyım,1
devlet,devlet aklı,aklı,1
millet,millet ittifakı,ittifakı,8
millet,millet aklı,aklı,1
türk,türk milliyetçisi,milliyetçisi,7
türk,türk milliyetçileri,milliyetçileri,6
türk,türk milliyetçilerini,milliyetçilerini,6
türk,türk milliyetçilerinin,milliyetçilerinin,5
türk,türk siyasetinde,siyasetinde,3
türk,türk siyasetinin,siyasetinin,3
türk,türk milliyetçiliği,milliyetçiliği,3
türk,türk dünyasının,dünyasının,2
türk,türk siyasetindeki,siyasetindeki,2
türk,türk devlet,devlet,2
türk,türk yüzyılı,yüzyılı,2
türk,türk vatandaşı,vatandaşı,1
türk,türk evladı,evladı,1
türk,türk siyaseti,siyaseti,1
türk,türk basınının,basınının,1
türk,türk yolu,yolu,1
türk,türk dünyasıyla,dünyasıyla,1
türk,türk dünyası,dünyası,1
türk,türk dünyasına,dünyasına,1
türk,türk ekonomisini,ekonomisini,1
türk,türk ekonomisi,ekonomisi,1
türk,türk siyasetinden,siyasetinden,1
türk,türk siyasetini,siyasetini,1
türk,türk demokrasisi,demokrasisi,1
türk,türk bayrağından,bayrağından,1
türk,türk bayrağına,bayrağına,1
türk,türk toyu,toyu,1
türk,türk milliyetçisiyim,milliyetçisiyim,1
türk,türk milliyetçiliğinin,milliyetçiliğinin,1
türk,türk devletleri,devletleri,1
türkiye,türkiye sükunette,sükunette,1
türkiye,türkiye gelişmesi,gelişmesi,1
türkiye,türkiye engel,engel,1
türkiye,türkiye değişik,değişik,1
türkiye,türkiye büyük,büyük,1
türkiye,türkiye ekonomisi,ekonomisi,1
türkiye,türkiye istikrar,istikrar,1
türkiye,türkiye siyaset,siyaset,1
türkiye,türkiye önünde,önünde,1
türkiye,türkiye cihatçı,cihatçı,1
türkiye,türkiye türkiye,türkiye,1
türkiye,türkiye değil,değil,1
türkiye,türkiye milliyetçiliğin,milliyetçiliğin,1
türkiye,türkiye ittifakı,ittifakı,1
türkiye,türkiye yüzyılının,yüzyılının,1
türkiye,türkiye önümüzdeki,önümüzdeki,1
