anchor,cluster,following_word,count
ben,ben malum,malum,1
ben,ben belediye,belediye,1
ben,ben sadece,sadece,1
ben,ben orayı,orayı,1
ben,ben kılıçdaroğlu,kılıçdaroğlu,1
ben,ben gelince,gelince,1
ben,ben şahsen,şahsen,1
ben,ben anneme,anneme,1
ben,ben ayağının,ayağının,1
ben,ben bunlara,bunlara,1
ben,ben kira,kira,1
biz,biz yaptık,yaptık,5
biz,biz ımf,ımf,2
biz,biz asla,asla,2
biz,biz haliç,haliç,2
biz,biz göreve,göreve,2
biz,biz tek,tek,2
biz,biz buralardan,buralardan,1
biz,biz yurt,yurt,1
biz,biz seçim,seçim,1
biz,biz gelene,gelene,1
biz,biz işe,işe,1
biz,biz atatürk,atatürk,1
biz,biz iş,iş,1
biz,biz kızılay,kızılay,1
biz,biz hele,hele,1
biz,biz biliyorsunuz,biliyorsunuz,1
biz,biz olaya,olaya,1
biz,biz eyvallah,eyvallah,1
biz,biz kendilerine,kendilerine,1
biz,biz hüdapar,hüdapar,1
biz,biz dedik,dedik,1
biz,biz kalkıp,kalkıp,1
biz,biz getirdik,getirdik,1
biz,biz sağladık,sağladık,1
biz,biz kaldırdık,kaldırdık,1
biz,biz lisans,lisans,1
biz,biz teknofest,teknofest,1
biz,biz genç,genç,1
biz,biz yaptığımızla,yaptığımızla,1
biz,biz vatandaşımızla,vatandaşımızla,1
devlet,devlet diyoruz,diyoruz,1
millet,millet ittifakı,ittifakı,3
millet,millet ittifakından,ittifakından,1
millet,millet özellikle,özellikle,1
millet,millet tek,tek,1
türkiye,türkiye olacağız,olacağız,2
türkiye,türkiye savunma,savunma,1
türkiye,türkiye olmayıp,olmayıp,1
türkiye,türkiye yaşatmam,yaşatmam,1
türkiye,türkiye pek,pek,1
türkiye,türkiye özellikle,özellikle,1
türkiye,türkiye bedeli,bedeli,1
türkiye,türkiye genelinde,genelinde,1
