anchor,cluster,following_word,count
ben,ben evime,evime,3
ben,ben size,size,3
ben,ben türkiye,türkiye,2
ben,ben bireysel,bireysel,2
ben,ben başka,başka,2
ben,ben ığdırlıyım,ığdırlıyım,1
ben,ben saydım,saydım,1
ben,ben karar,karar,1
ben,ben soru,soru,1
ben,ben yıllardır,yıllardır,1
ben,ben sizin,sizin,1
ben,ben hemen,hemen,1
ben,ben rakka,rakka,1
ben,ben tercih,tercih,1
ben,ben gidip,gidip,1
ben,ben şahit,şahit,1
ben,ben türk,türk,1
ben,ben atatürkçüyüm,atatürkçüyüm,1
ben,ben kuvayi,kuvayi,1
ben,ben ulusalcıyım,ulusalcıyım,1
ben,ben dedim,dedim,1
ben,ben şahsen,şahsen,1
ben,ben bugün,bugün,1
ben,ben sözümün,sözümün,1
ben,ben vatanseverim,vatanseverim,1
ben,ben milliyetçiyim,milliyetçiyim,1
ben,ben anketlere,anketlere,1
ben,ben inanıyorum,inanıyorum,1
ben,ben ığdır,ığdır,1
ben,ben ihraç,ihraç,1
biz,biz evimize,evimize,2
biz,biz ığdır,ığdır,1
biz,biz komşusu,komşusu,1
biz,biz yeterince,yeterince,1
biz,biz yasaklamışız,yasaklamışız,1
biz,biz batı,batı,1
biz,biz birbirimizi,birbirimizi,1
biz,biz zaman,zaman,1
biz,biz hükümetin,hükümetin,1
biz,biz telefonda,telefonda,1
biz,biz yıllardır,yıllardır,1
biz,biz laf,laf,1
biz,biz adayız,adayız,1
biz,biz arkadaşlarımızla,arkadaşlarımızla,1
biz,biz libya,libya,1
biz,biz derken,derken,1
biz,biz sahadayız,sahadayız,1
biz,biz hdp,hdp,1
biz,biz türk,türk,1
biz,biz türkiye,türkiye,1
biz,biz gerçi,gerçi,1
biz,biz mesela,mesela,1
devlet,devlet adamları,adamları,2
devlet,devlet imkanlarıyla,imkanlarıyla,2
devlet,devlet bey,bey,2
devlet,devlet terbiyem,terbiyem,1
devlet,devlet sırrı,sırrı,1
devlet,devlet kurumunda,kurumunda,1
devlet,devlet şifresi,şifresi,1
devlet,devlet adamı,adamı,1
millet,millet ittifakı,ittifakı,1
türk,türk milliyetçisi,milliyetçisi,10
türk,türk milliyetçileri,milliyetçileri,3
türk,türk milleti,milleti,2
türk,türk deyince,deyince,1
türk,türk toprağı,toprağı,1
türk,türk toprağıdır,toprağıdır,1
türk,türk kadını,kadını,1
türk,türk anası,anası,1
türk,türk türkiye,türkiye,1
türk,türk milletine,milletine,1
türk,türk milliye,milliye,1
türk,türk genci,genci,1
türk,türk milliyetçisiyim,milliyetçisiyim,1
türk,türk milliyetçilere,milliyetçilere,1
türk,türk milliyetçisidir,milliyetçisidir,1
türk,türk siyasetinin,siyasetinin,1
türk,türk milliyetçisini,milliyetçisini,1
türk,türk milliyetçilerinin,milliyetçilerinin,1
türk,türk siyasetine,siyasetine,1
türk,türk töresine,töresine,1
türk,türk yapısı,yapısı,1
türk,türk milletinde,milletinde,1
türkiye,türkiye cumhuriyeti,cumhuriyeti,6
türkiye,türkiye göç,göç,3
türkiye,türkiye ittifakı,ittifakı,3
türkiye,türkiye kamu,kamu,2
türkiye,türkiye suç,suç,2
türkiye,türkiye suriyeliler,suriyeliler,2
türkiye,türkiye kaçanların,kaçanların,2
türkiye,türkiye yurt,yurt,2
türkiye,türkiye maalesef,maalesef,1
türkiye,türkiye sığınmacılar,sığınmacılar,1
türkiye,türkiye içişleri,içişleri,1
türkiye,türkiye geliş,geliş,1
türkiye,türkiye propagandası,propagandası,1
türkiye,türkiye alman,alman,1
türkiye,türkiye bakabileceğinin,bakabileceğinin,1
türkiye,türkiye bugün,bugün,1
türkiye,türkiye polislerin,polislerin,1
türkiye,türkiye gündemine,gündemine,1
türkiye,türkiye kilit,kilit,1
türkiye,türkiye demokrasiyle,demokrasiyle,1
türkiye,türkiye yaşadığımız,yaşadığımız,1
türkiye,türkiye lider,lider,1
türkiye,türkiye geçmiş,geçmiş,1
türkiye,türkiye var,var,1
