anchor,cluster,following_word,count
ben,ben evime,evime,3
ben,ben size,size,3
ben,ben türkiye,türkiye,2
ben,ben bireysel,bireysel,2
ben,ben başka,başka,2
ben,ben ığdırlıyım,ığdırlıyım,1
ben,ben saydım,saydım,1
ben,ben karar,karar,1
ben,ben soru,soru,1
ben,ben yıllardır,yıllardır,1
ben,ben sizin,sizin,1
ben,ben hemen,hemen,1
ben,ben rakka,rakka,1
ben,ben tercih,tercih,1
ben,ben gidip,gidip,1
ben,ben şahit,şahit,1
ben,ben türk,türk,1
ben,ben atatürkçüyüm,atatürkçüyüm,1
ben,ben kuvayi,kuvayi,1
ben,ben ulusalcıyım,ulusalcıyım,1
ben,ben dedim,dedim,1
ben,ben şahsen,şahsen,1
ben,ben bugün,bugün,1
ben,ben sözümün,sözümün,1
ben,ben vatanseverim,vatanseverim,1
ben,ben milliyetçiyim,milliyetçiyim,1
ben,ben anketlere,anketlere,1
ben,ben inanıyorum,inanıyorum,1
ben,ben ığdır,ığdır,1
ben,ben ihraç,ihraç,1
biz,biz evimize,evimize,2
biz,biz ığdır,ığdır,1
biz,biz komşusu,komşusu,1
biz,biz yeterince,yeterince,1
biz,biz yasaklamışız,yasaklamışız,1
biz,biz batı,batı,1
biz,biz birbirimizi,birbirimizi,1
biz,biz zaman,zaman,1
biz,biz hükümetin,hükümetin,1
biz,biz telefonda,telefonda,1
biz,biz yıllardır,yıllardır,1
biz,biz laf,laf,1
biz,biz adayız,adayız,1
biz,biz arkadaşlarımızla,arkadaşlarımızla,1
biz,biz libya,libya,1
biz,biz derken,derken,1
biz,biz sahadayız,sahadayız,1
biz,biz hdp,hdp,1
biz,biz türk,türk,1
biz,biz türkiye,türkiye,1
biz,biz gerçi,gerçi,1
biz,biz mesela,mesela,1
